id,label,lang,text
probe-con-001,consumer,en,"i had ordered one 1.5 ton split ac on 3rd april from the online site. installation done on 8th. from day one cooling issue. registered complaint no less than 6 times!!! every time technician comes says gas charge kiya hai now ok. next day same problem. now they say compressor is to be replaced but part not available since 3 weeks. summer is going on and product is lying dead. i want full refund nothing else. pathetic service."
probe-con-002,consumer,en,"This is regarding my order dated 12/01 for a saree costing rs 3899. What I received was a completely different cheap material saree worth hardly 500rs. Raised return same day with photos. They rejected saying quality check failed at their end?? HOW. Its their product only. Called customer care 11 times, everytime new person, new story. Please guide how to take this forward, I have all screenshots and the parcel opening video also."
probe-con-003,consumer,en,"purchased a bike from showroom in november. odometer was showing 212 km at delivery, they said its due to transportation and testing, normal only. later my mechanic found the engine was repainted and chassis month is of LAST YEAR. they sold me old stock vehicle as current year model and charged current year price. showroom manager is not even meeting me now. what to do sir."
probe-con-004,consumer,en,"Respected sir/madam, I booked a washing machine on the festival sale for 24,490 with exchange of my old machine. Delivery boys took the old machine but new one was never delivered!! Order shows cancelled by seller. Refund initiated they said 7-10 days. It is 47 days now. Where is my old machine also? Every call they say escalated to senior team. I am a senior citizen and this running around is very difficult for me."
probe-con-005,consumer,en,"my complaint is against a water park. bought family tickets online for sunday, reached at 10am with small children, they said park is booked for private event today, your tickets are valid for any other day. no prior information, no sms, no email, nothing!! we travelled 60km with kids. asked for refund they say tickets are non refundable as per terms. this is cheating in my opinion."
probe-con-006,consumer,en,"I gave 34000 to a laptop shop for a new laptop for my daughter's online classes. He gave a sealed box, at home we found the laptop was having someone else's stickers and login inside!!! Clearly used piece packed as new. Shop owner says company seal was intact so not his responsibility, contact company. Company says buy from authorised store only, this shop is not authorised. Both are washing hands. My money is gone and child has no laptop."
probe-con-007,consumer,en,"took health policy from agent who told everything is covered from day 1. my wife needed gallbladder operation in month 8 and claim rejected saying 2 year waiting period for this surgery. agent had never told this, he only took signatures on filled form. now agent says read policy document, insurance company says agent is not our employee. 68000 hospital bill paid from pocket. i am having all call recordings with agent."
probe-con-008,consumer,en,"sir i booked flat in 2019 possession promised dec 2021. till today no possession. builder office says work is going on you can see. i visited site, only 8 floors done out of 14. i have paid 52 lakhs which is 90 percent. emi and rent both are killing me every month. builder is launching NEW project 2km away with big hoardings. how is this allowed. rera complaint filed by some other buyers i heard. should i join them or file separate."
probe-con-009,consumer,en,"i purchased gold coin 10gm from a jewellery shop for my sister marriage. at home the coin weight was 9.62 gm on 3 different weighing scales. went back, they weighed on THEIR machine and it showed 10gm exact. how can machine show different. i asked for govt verified weighing they refused and asked me to leave the shop. i have the bill mentioning 10 gm."
probe-con-010,consumer,hi-rom,"maine ek courier se apne bhai ko medicine bheji thi urgent, unhone 2 din ka bola tha express charge leke 890 rupaye. parcel 9 din baad pahucha aur tab tak bhai ko hospital me admit karna pada tha. courier wale bolte hain delay ho jata hai kabhi kabhi, terms me likha hai. express ka matlab kya phir. mujhe compensation chahiye is laparwahi ka."
probe-con-011,consumer,en,"our society hired a lift AMC company paying 1.2 lakh yearly. lift stuck 14 times in 6 months, twice with people inside including pregnant lady from 4th floor. company sends mechanic after 4-5 hours each time. when we asked to cancel AMC and refund balance they are showing clause of no cancellation. safety issue hai ye, koi accident hoga tab jagenge kya. what are our options as society."
probe-con-012,consumer,en,"Bought refrigerator double door in exchange offer. Old fridge taken, 3000 exchange value promised to be adjusted in final invoice. Invoice came with NO exchange adjustment and when calling they say exchange value is given as coupon for next purchase!!! Nowhere this was mentioned during sale. Also fridge door is not closing properly from day 2, service request auto closed twice without any visit. Twice!!"
probe-chq-001,cheque,en,"sir my case is i supplied building material (cement, steel) to a contractor from feb to june on credit basis, total outstanding 4,80,000. he issued cheque of full amount on 30 june which returned on 2 july with remark FUNDS INSUFFICIENT. i informed him, he said deposit after 15 days, again bounce, same remark. now 20 days over from second memo. shall i send notice on first memo or second memo, is there any problem that i presented twice? kindly advise the correct procedure i dont want technical mistake."
probe-chq-002,cheque,en,"A person known to my father took 3 lakh rupees for his daughters marriage in 2023 and gave one signed cheque as guarantee. Now he is not returning money, saying whenever i will have i will give. We deposited the cheque last week after informing him and it bounced, account shows closed since one year!!! He closed the account and kept quiet. Please tell what case can be filed and what is the time limit, someone told only 30 days are there."
probe-chq-003,cheque,en,"i am running small garment shop. one retailer from nearby town used to buy from me on udhaar and clear monthly. his last cheque rs 92,500 bounced twice. after that he is not picking calls. his shop is running normally i checked. i sent legal notice through advocate, 15 days over no reply. advocate is saying file 138 case will take 2-3 years minimum and asking 25000 fees. amount is 92500 only. is it worth it sir or should i just do compromise in half money which his brother is offering."
probe-chq-004,cheque,en,"my employer gave me full and final settlement cheque of 1,08,000 after i left the company. cheque bounced with INSUFFICIENT FUNDS. when contacted, accounts head said dont deposit again, we will do NEFT. one month over, no NEFT, now they stopped taking my calls also. company is running, new people are being hired, i can see on linkedin. this is my hard earned money of notice period and leave encashment."
probe-chq-005,cheque,hi-rom,"bhaisahab meri problem ye hai ki maine apna auto bech diya tha 1,85,000 me. aadha paisa cash liya aadhe ka cheque. cheque 2 baar bounce ho chuka, bank wale bole account me kuch nahi hai. auto uske paas hai, chala raha hai roz, kamai kar raha hai. jab paise mangta hoon to bolta hai case kar de jo karna hai. uske ghar gaya to uske bhai log jhagda karne aa gaye. ab batao kya karoon."
probe-chq-006,cheque,en,"Sir I gave tuition to a businessman's two sons for full year, monthly 6000 per child was fixed. He paid 4 months then said will give combined cheque. Cheque of 96000 given in march bounced in first week april, memo says PAYMENT STOPPED BY DRAWER. He stopped it himself!!! and now saying my sons did not improve in exams so why should I pay. Improvement guarantee was never given by me. I am M.Sc B.Ed teacher, teaching since 11 years."
probe-chq-007,cheque,en,"we are into catering business. did a corporate annual function for a company, 380 plates plus live counters, bill 3,42,000. their admin gave cheque after 2 months of follow up. bounced - EXCEEDS ARRANGEMENT. what is this remark meaning actually? their company is big, office in prime location. admin says finance team issue, resubmit. resubmitted, again same remark. total 4 months over now. we have po copy, delivery challan, function photos everything."
probe-chq-008,cheque,en,"one family friend uncle took 5,00,000 from my mother (widow, retired) for his real estate business promising 2 percent monthly. for 8 months he paid interest properly then stopped. on asking principal back he gave 2 post dated cheques of 2.5 lakh each. first got bounced yesterday SIGNATURE MISMATCH. i feel he did this intentionally because who does not know their own signature. second cheque date is next month. should we deposit second one also or go to lawyer now itself with first memo."
probe-chq-009,cheque,en,"my brother sold his taxi to a person on installment basis, downpayment 50k and 6 cheques of 25000 monthly. first 2 cleared. 3rd 4th 5th all bounced one by one, different reasons - funds insufficient then account dormant. person says give me time i have paid 1 lakh already why are you worrying. taxi RC transfer already done in his name that time only which was our mistake. remaining 1 lakh he is not giving. cheques ki date nikal rahi hai ek ek karke."
probe-chq-010,cheque,en,"URGENT PLEASE REPLY. i received summon from court in 138 NI act case. the cheque was given by me to a moneylender as security in 2022 when i took 40000 loan. i repaid full with interest in cash, he never returned my cheque saying it is lost somewhere in his papers. now he filled 1,75,000 and put the case!! i have some proof of repayment, mainly witnesses and some upi payments to his son. court date is in 3 weeks. how serious is this, can i go jail? i am govt employee, will my job be affected."
probe-chq-011,cheque,en,"party purchased goods from our firm in march, gave post dated cheque for april 30. before date came, he called and said dont deposit, will pay rtgs. we waited as goodwill. rtgs never came. now cheque validity 3 months is about to over next week. if cheque expires what is our position? should we deposit tomorrow itself even if it bounces at least 138 will apply? our CA is saying one thing advocate saying another thing i am confused totally."
probe-chq-012,cheque,hi-rom,"meri shop pe ek aadmi ne 62000 ka saman liya tha diwali pe, cheque diya tha. bounce ho gaya INSUFFICIENT FUND likha aaya. maine usko bola to haath jod ke bola bhai 1 mahina de do. 3 mahine ho gaye. ab uska phone band aa raha hai. dukan pe gaya to pata chala wo kiraye ka makan chhod ke chala gaya. uska gaon ka address hai mere paas bill book me. notice wahan bhej sakte hain kya aur case kahan chalega, mere shahar me ya uske gaon me?"
probe-ten-001,tenancy,en,"i vacated my 2bhk flat on 31st march after completing full 11 month agreement and giving 2 months notice as per agreement. owner did inspection, said everything fine, will transfer deposit 60,000 in few days. now 3 months over. every week new excuse - out of station, daughter exam, bank issue. last week he stopped picking my calls. i have agreement copy, rent payment records, and whatsapp where he wrote deposit will be returned. what is the fastest legal way, i dont want to spend more than the deposit itself in the case!!"
probe-ten-002,tenancy,en,"my landlord is harassing me since i asked for rent receipts for my office HRA. first he said no receipts possible, pay less rent if you want receipts (means he wants to show less rent in receipts). when i insisted he served me notice to vacate in 30 days citing personal use. agreement has 6 months remaining!! can he do this? i know for fact his 2 other flats in same building are vacant."
probe-ten-003,tenancy,en,"sir mera issue ye hai landlord has locked my room with my belongings inside because rent of 2 months (16000) is pending. i lost my job in january, i told him i will clear as soon as new job joins, salary date was already communicated. he put his own lock when i was out for interview!!! my certificates, laptop everything inside. police station said settle mutually, civil matter. is this even legal what he did? i am ready to pay dues i just need my documents for joining formalities."
probe-ten-004,tenancy,en,"We are staying in this house since 22 years, my father was tenant, after his death I am paying rent. Old building, owner is not doing ANY repair since years, water tank is cracked, wiring is dangerous, one shock incident already happened with my mother. When we do repair ourselves he objects that we are changing his property. When we ask him he says building will go for redevelopment soon why to repair. Redevelopment talk is going on since 8 years!! What are rights of old tenants like us."
probe-ten-005,tenancy,en,"took a flat on rent through online listing, paid 1 month rent + 2 month deposit total 51000 to the person who showed flat and signed agreement. after 15 days ACTUAL owner came from bangalore and said he never rented to anyone, the person who rented me was a broker who had keys for showing purpose only!!! broker phone off, office closed. owner is asking me to vacate, he is also victim he says. 51000 gone plus shifting costs plus no house. police complaint given but they say it will take time."
probe-ten-006,tenancy,hi-rom,"makan malik ne pichle mahine paani ki motor kharab hui to bola tum logo ne jalayi hai, naya motor 8500 ka tumhare deposit se katega. humne kaha hum 1st floor pe hain motor ground pe hai hum kaise jalayenge, sab flats use karte hain. ab wo bola to phir sab tenants 2000-2000 do warna deposit se kaat lunga sabke. building me 4 tenant hain, malik ka koi hisaab nahi deta kabhi. ye deposit se manmarzi katauti legal hai kya?"
probe-ten-007,tenancy,en,"my owner has sold the flat where i am staying (agreement till november). new owner came with broker and told me to vacate in 15 days as he wants to renovate and stay himself. i said my agreement is till november and my deposit 75000 is with old owner. old owner says collect deposit from new owner as it is adjusted in sale, new owner says old owner ne mujhe koi deposit nahi diya. both are pushing me to each other and meanwhile pressure to vacate is increasing daily. whose responsibility is my deposit legally??"
probe-ten-008,tenancy,en,"landlord entered my flat using duplicate key when i was in office, took photos of my personal things and sent in family whatsapp group saying see how these bachelors keep the house dirty. this is straight violation of my privacy!!! when i confronted he said flat is mine i can enter anytime, you people have made it a mess. flat is NOT messy, normal working person's house. i pay 18500 every month on 1st date without fail. can i take action for this entry and photos."
probe-ten-009,tenancy,en,"I am the OWNER side of the problem. Gave my flat on rent to a family with 11 month agreement in 2023. Agreement over, they are not renewing not vacating, paying old rent only when current market rate is 40 percent higher. Society maintenance also increased which I am bearing. When I go to talk the man argues that law protects tenant for years, do whatever you want. I am hearing eviction case takes 5-7 years???? Is there any faster way, this flat is my retirement income."
probe-ten-010,tenancy,en,"my pg owner is not returning deposit 20000 of me and 3 other girls who left same month. her deduction list is a joke - fan regulator 800, bulb 250, curtain wash 600, wall shade faded 3000!!! wall shade faded?? what is this. also she is showing 1 month notice rule from some rule paper we never saw or signed. we have joining month payment screenshots and her thank you msgs when leaving. total of 4 girls is 80000. can we complain together in one place?"
probe-ten-011,tenancy,en,"our shop is rented since my grandfather time, very old tenancy, rent is small as per old agreement and we always paid regularly, receipts available. now building owner's grandson has taken over and cut our electricity from main meter saying pay new commercial rate rent or sit in dark. our fridge items got spoiled, business affected 4 days now. electricity board says internal connection dispute, they cant do anything, main connection is in owner name. urgent help needed what to do TODAY."
probe-ten-012,tenancy,hi-rom,"flat khali karte time owner ne poora hisaab karke 22000 wapas karna banta tha deposit ka. usne bola cheque de dunga. cheque diya post dated 15 din aage ka. jab bank me dala to bounce ho gaya!! ab wo bolta hai maine to flat ke nuksan ka andaza baad me lagaya isliye payment rok diya, jabki khali karte time usne khud sab check karke sahi bola tha. ab deposit ke liye cheque bounce ka case karoon ya rent wala forum, samajh nahi aa raha, dono ka process alag hai kya?"
probe-oth-001,other,en,"my father expired last year without will. we are 2 brothers 1 sister. house is in father name. elder brother is saying house comes to sons only and sister has no share because she is married and took dowry at marriage time. i dont think this is correct as per law now but he has taken legal opinion he says. sister does not want to fight but i feel she should get her right. what does law actually say about married daughters share in father property."
probe-oth-002,other,en,"i was working in a private company for 3 years 7 months. they terminated me on whatsapp message (!!) saying cost cutting, no notice period pay, no leave encashment, last month salary also pending. hr says company financial condition is bad what can we do. meanwhile the same role is posted on job portal by them last week i have screenshot. labour court or civil court where should i go and is whatsapp termination even valid."
probe-oth-003,other,en,"someone made fake instagram profile with my daughter photos (she is 16) and is messaging her classmates vulgar things from it. we complained on instagram, profile got removed but new one made in 2 days again. cyber police complaint given 1 month back, no progress, they say ip address process takes time. meanwhile my daughter has stopped going to school. is there anything faster, can we find who is doing through court order to instagram directly."
probe-oth-004,other,en,"land dispute with neighbour going on. he has file case against us in civil court about boundary and ALSO did complaint in police that my 70 year old father threatened him with knife which is 100 percent false, my father cannot even walk without stick. police called father to station twice for enquiry. can police keep calling like this when matter is of land which is in court? it is pure pressure tactic. how to stop this harassment of old man."
probe-oth-005,other,hi-rom,"meri behen ki shaadi 2022 me hui thi. sasural wale pehle din se taane dete hain ki gaadi nahi laayi. ab to behen ko maarne peetne bhi lage hain, 2 baar wo ghar aa gayi thi par samjha bujha ke bhej diya panchayat karke. ab phir bheja hai use aur bola hai 2 lakh lao warna mat aana. hum garib log hain itna kahan se laayenge. police me jayenge to shaadi tut jayegi ye dar hai maa baap ko. kya kare koi bataye sahi rasta."
probe-oth-006,other,en,"i took personal loan from an app in emergency, 15000 only. repaid with interest 19800 within 2 months, all receipts available in app itself. still recovery agents call daily, abuse, and yesterday they sent my photo with CHEATER written to my office colleagues whatsapp!!! my office image is spoiled. app customer care does not exist, only bots. rbi complaint kiya, no response yet. i want to file case for defamation and harassment both. how to find who is behind this app, company address is fake i checked."
probe-oth-007,other,en,"my son age 24 was arrested in a fight case near his college, he was present there but did not fight, he was pulling his friend away, witnesses are there. police put same sections on all 6 boys including him. he got bail after 4 days. case is going on. my worry is his career, he has campus placement offer letter, joining in 6 months. will this case cancel his job? can the case be finished fast if other party agrees? their boy was also fighting equally."
probe-oth-008,other,en,"government acquired our shop for metro work in 2021. compensation was announced as per ready reckoner which is HALF of market rate of our area, everyone knows actual rates here. some shop owners took it, we and 11 others did not accept and gave objection. since then file is moving nowhere. shop is demolished, business closed, compensation not received, 4 years!! we are paying loan of that shop still. which court for enhancement of compensation and is there time limit."
probe-oth-009,other,en,"my wife left home with our 3 year old son to her parents house 8 months ago after normal husband wife argument, nothing serious no violence ever. now her family is not letting me meet my son, phone bhi nahi milne dete. she has filed maintenance case. i am ready to keep her respectfully or if she wants divorce then also ok but I WANT MY SON's CUSTODY or at least proper visiting. father has no rights in this country or what. every sunday i go there and return without meeting him."
probe-oth-010,other,en,"a person collected money from our whole colony for kitty committee, 5000 monthly 25 members, 2 years running smoothly. this month he vanished with the collected pot of 1,25,000 plus advance collections. his house is locked, family also gone. we have the committee register with his signatures and everyone's payment record. police says give complaint we will see, but they are not registering FIR properly, saying it is money dispute among known persons. 25 families money is gone, most are middle class."
probe-oth-011,other,en,"sir i dont know which type of lawyer i need. problem is regarding my family and some property and my uncle has done fraud with papers and my father is not taking any action due to family pressure and now uncle side people are threatening also when we ask. it is going on since 4 years. i am eldest son i want to take action now. where to start, what documents to collect first, and approx how much it costs to fight property case. we are not rich people."
probe-oth-012,other,hi-rom,"mere pati ka accident hua tha highway pe truck se, 40 percent handicap ho gaye, driver truck chhod ke bhaag gaya tha. truck ka insurance tha, case tribunal me chal raha hai 3 saal se. hamara vakil har date pe bas tareekh le leta hai, puchte hain to bolta hai process hai. ghar kharch bacchon ki fees sab mushkil ho raha hai, pati ka kaam bhi chhut gaya. kya case jaldi karwane ka koi tarika hai ya vakil badalna chahiye? koi interim paisa milta hai kya aise case me?"
